2.005606872656753026e-01 2.005518978677522657e-01 5.019769375235470932e+01 2.006002100051980930e-01 2.005934525066690732e-01
2.004023394552414961e-01 2.004239129126439700e-01 5.719835342283469970e+01 2.004168803827827416e-01 2.004034444146262917e-01
2.005179553877834142e-01 2.005469860628476264e-01 6.719786204189951206e+01 2.005194838026752580e-01 2.005535328472042300e-01
2.005201961717197057e-01 2.005045073369386976e-01 7.519796627671848910e+01 2.005167986981336581e-01 2.004922210747452915e-01
2.002419282271007128e-01 2.002102952834672323e-01 1.319914459149298658e+01 2.002273343942775341e-01 2.001758506021665274e-01
2.002388132726667380e-01 2.002320625957539901e-01 7.719903841918875287e+01 2.002494603928671735e-01 2.002412445499621163e-01
2.006483330908258866e-01 2.006363858313569559e-01 1.061974315892754390e+02 2.006400251551275771e-01 2.006436666472826147e-01
2.006537321771621196e-01 2.006485846947027862e-01 7.419742309671904934e+01 2.006413886695782023e-01 2.006331977394925914e-01
2.004516437609003277e-01 2.004406997607752483e-01 9.019815250120218764e+01 2.004635675789964988e-01 2.004915876971613831e-01
2.003673937138079064e-01 2.003831990603414659e-01 8.519852327603666708e+01 2.003666948480856136e-01 2.003594363411336232e-01
2.003660673248946200e-01 2.003754828533671761e-01 1.281985119071687791e+02 2.003683201877290432e-01 2.003782224652140287e-01
2.005231273707150652e-01 2.005076370830821408e-01 6.519792751437994127e+01 2.004990987546528824e-01 2.005426224116244049e-01
2.005112884893292258e-01 2.005132678641583510e-01 6.719793651068039253e+01 2.005036570257657802e-01 2.005352759403631058e-01
2.001745310758904217e-01 2.001746372618433689e-01 5.019926576931212736e+01 2.001963072879195671e-01 2.001887550622351020e-01
2.004464057296155288e-01 2.004464211636689808e-01 1.171982279727969427e+02 2.004364883855314916e-01 2.004427119242800370e-01
2.002923969517239611e-01 2.002896029486500584e-01 8.019879759798536156e+01 2.003108617286100401e-01 2.003095403856657852e-01
2.004950459125268147e-01 2.004708805113906145e-01 7.919807316405986342e+01 2.004791524441340289e-01 2.004817570721264819e-01
2.001425507645870350e-01 2.001443212447333586e-01 1.031994252935578231e+02 2.001437718147310862e-01 2.001440626181323068e-01
2.001416775775264612e-01 2.001430955510508092e-01 1.031994295602625442e+02 2.001429846821017045e-01 2.001426819267652923e-01
2.002130290674105639e-01 2.002092815809009552e-01 7.219911270182842600e+01 2.002220405831759698e-01 2.002429469400912043e-01
2.001921923231501643e-01 2.001952754104685817e-01 9.319921359980291697e+01 2.002065336711954802e-01 2.001923987923123482e-01
2.001921990553260922e-01 2.001952790022580864e-01 9.319921358035347225e+01 2.002065287955473172e-01 2.001924127933991659e-01
2.002990397278712476e-01 2.002688822978719585e-01 6.419888474122643629e+01 2.002783813569738725e-01 2.002689553908501841e-01
2.003886849159315364e-01 2.003924013791042180e-01 4.319843799248068450e+01 2.004213423701831920e-01 2.003595788541021050e-01
2.003996454782804304e-01 2.003865169245215849e-01 3.419840166658925540e+01 2.004277097036863686e-01 2.003844613042520262e-01
2.002655422949190245e-01 2.002686814391266557e-01 5.119889080555321215e+01 2.002810797158418032e-01 2.002938909969131653e-01
2.004504648488618090e-01 2.004431105607014652e-01 5.619822692946650022e+01 2.004169732095215650e-01 2.004625219144260395e-01
2.004279883484451075e-01 2.004341979916667293e-01 7.219824835810454999e+01 2.004286439824201904e-01 2.004608115729158979e-01
2.002957059877061852e-01 2.002888772405111706e-01 1.331988151978933388e+02 2.003011652093737438e-01 2.002990536690369971e-01
2.005633430770593917e-01 2.005665476907468048e-01 5.719771589443915616e+01 2.005558844018634490e-01 2.005983303911824944e-01
2.003464158156793018e-01 2.003562480143622204e-01 1.051985678305786109e+02 2.003704025848394576e-01 2.003591030064678091e-01
2.004479909689664552e-01 2.004207488316303021e-01 1.031982273519305977e+02 2.004474989347311553e-01 2.004564093340710229e-01
2.006156417589715080e-01 2.006056966806295805e-01 3.419760542984195695e+01 2.005832447783761074e-01 2.005899869400665780e-01
2.004190482293744247e-01 2.004278419027862024e-01 5.319829614030109610e+01 2.004398519107790932e-01 2.004171176559773615e-01
2.003735629299130960e-01 2.003998898530747197e-01 1.051984369579859617e+02 2.003903285211653673e-01 2.003992607099138179e-01
2.002838000048944855e-01 2.002697988404189000e-01 1.311988951870129654e+02 2.002755810113663326e-01 2.002756331303430504e-01
2.004961862025253228e-01 2.004591310991772068e-01 5.719807194338461187e+01 2.004826397219859890e-01 2.004900995917111572e-01
2.004473608580777111e-01 2.004373048733292528e-01 1.111982076583572336e+02 2.004310709356268982e-01 2.004766049757206459e-01
2.002605312569430696e-01 2.002673847406835350e-01 1.051989567591184738e+02 2.002528281256397147e-01 2.002624967582462279e-01
2.003620392464969258e-01 2.003501954300752064e-01 1.391985804963780708e+02 2.003504537754146608e-01 2.003568151699570699e-01
2.003234003538654773e-01 2.003174621209054540e-01 1.001986941805091789e+02 2.003419291456482731e-01 2.003230278704050127e-01
2.004770692024516188e-01 2.004741401892896346e-01 1.221980990825363733e+02 2.004687666488182696e-01 2.004809414231155384e-01
2.005789851039664340e-01 2.005434831233801618e-01 5.619771559505178971e+01 2.005928149764137358e-01 2.005691217444628416e-01
2.005049001260505726e-01 2.005126586126324828e-01 7.819795892305565133e+01 2.004914328434436732e-01 2.005320853622169774e-01
2.002197936398305567e-01 2.002233744698624085e-01 7.119907439470586041e+01 2.002402834508539009e-01 2.002421537335611346e-01
2.005366994541326886e-01 2.005137969151513100e-01 1.411979421942369584e+02 2.005003112159380041e-01 2.005069981778162258e-01
2.003542553744409038e-01 2.003446002343660104e-01 5.719859773876268605e+01 2.003708309746196348e-01 2.003325746538709429e-01
2.002919259027222676e-01 2.003131696869680789e-01 4.819877241867074957e+01 2.002914422011236317e-01 2.003310435384388355e-01
2.002816122101510887e-01 2.002738153017019629e-01 2.919889312866494890e+01 2.002671682577374379e-01 2.002842755654596352e-01
2.003328141010842778e-01 2.003026296080550051e-01 3.719871864324001365e+01 2.003341915707952392e-01 2.003117214800564649e-01
2.003300570733970443e-01 2.003626499072297396e-01 1.381986200372842859e+02 2.003473484075285749e-01 2.003399073275155540e-01
2.003560135491082583e-01 2.003742469047580244e-01 1.471985294723655784e+02 2.003851481277664492e-01 2.003551190527985693e-01
2.006225216016238322e-01 2.006428019703515864e-01 1.081974968806305952e+02 2.006085641997890634e-01 2.006292315976259122e-01
2.005862968040067751e-01 2.006031649293846253e-01 1.321976548637052531e+02 2.005885524908020967e-01 2.005671220705722568e-01
2.003797472589543549e-01 2.003535774169694639e-01 5.319852531774213134e+01 2.003698776725335029e-01 2.003714799094274968e-01
2.004637076175730670e-01 2.004494783703223149e-01 9.119819777328493160e+01 2.004514019398234981e-01 2.004376387873592902e-01
2.003679963196060565e-01 2.003887513997168190e-01 7.319850302885828341e+01 2.003739456576082989e-01 2.003662777647640392e-01
2.004049370310965750e-01 2.003918872797739170e-01 9.419837125834115454e+01 2.004210066462905060e-01 2.004109107016982250e-01
2.004012890627545340e-01 2.003539674562772321e-01 4.319846744813929007e+01 2.004021062937048903e-01 2.003751890479794073e-01
2.003550827947620794e-01 2.004018986242604716e-01 5.119844747008147579e+01 2.004155378892299721e-01 2.003800106102790468e-01
2.003612391344131438e-01 2.003661926374995517e-01 8.219851673238876799e+01 2.003721517771547556e-01 2.003836840621715798e-01
2.001798437690776311e-01 2.001700740777229426e-01 1.381993073716075742e+02 2.001711967804611914e-01 2.001715137652143872e-01
2.004846177358921844e-01 2.004945129977426521e-01 1.301980403311162320e+02 2.005005654829871975e-01 2.004799726672041871e-01
2.004915437374039100e-01 2.004727024505923716e-01 7.719809150203988679e+01 2.004499610868311632e-01 2.004942906852941187e-01
2.004196488413509669e-01 2.004070695503963884e-01 1.381983086675822960e+02 2.004441651926312240e-01 2.004204488333102829e-01
2.002520447191226682e-01 2.002616757027742278e-01 7.319895918482652064e+01 2.002762232478911830e-01 2.002508715037114584e-01
2.003055586199066207e-01 2.002972610087884187e-01 9.619876690840558808e+01 2.003131893292594556e-01 2.003170826364522039e-01
